Date,Open,High,Low,Close,Volume
2025-06-11,8305.170645196553,8434.525685643423,8280.646083624843,8385.4765625,462124
2025-06-12,8398.460230412666,8421.061297164993,8213.323832547858,8239.291015625,368162
2025-06-13,8136.3843718153685,8160.908934638216,8030.592140030535,8139.75048828125,250910
2025-06-16,8161.870442002297,8266.22004937368,8127.72840456742,8203.2255859375,203598
2025-06-17,8165.236589208459,8226.78843157705,8131.575425413135,8169.564453125,286217
2025-06-18,8179.662783788971,8326.329282851619,8117.630067791982,8144.078125,561114
2025-06-19,8155.619363156191,8227.750430636936,8128.209557513508,8171.00732421875,332303
2025-06-20,8199.604317197205,8286.383052003383,8135.506388079008,8254.8271484375,567646
2025-06-23,8160.159596934774,8212.917124238218,8140.4371568213355,8171.5,271619
2025-06-24,8246.938432379953,8307.584936456406,8215.8755888286,8260.744140625,214129
2025-06-25,8290.327447069254,8319.91110633083,8254.82705595536,8273.0703125,276176
2025-06-26,8253.841111092583,8347.522700764483,8244.966013123665,8315.966796875,371685
2025-06-27,8350.481687485182,8388.94044820931,8297.231095713312,8318.92578125,504248
2025-06-30,8352.45327983226,8378.092451647564,8243.979860613657,8259.7578125,303799
2025-07-01,8253.840939258022,8292.299696322665,8184.812400936868,8282.4384765625,363782
2025-07-02,8234.118527446823,8292.792785217252,8199.111197180431,8240.5283203125,267604
2025-07-03,8261.730419586938,8347.029975721369,8234.119002572324,8266.16796875,175619
2025-07-04,8265.674575051138,8332.730870816287,8248.417440111578,8315.966796875,183720
2025-07-07,8315.967222877096,8366.259447277278,8287.369683512288,8346.0439453125,123117
2025-07-08,8345.55071883525,8356.398061137883,8175.937730103162,8223.7646484375,253579
2025-07-09,8234.11847860416,8259.757649914782,8195.166660651481,8244.9658203125,157280
2025-07-10,8277.508297068309,8277.508297068309,8153.256921629828,8170.02099609375,229552
2025-07-11,8170.514049480377,8184.812818862728,7933.844763151817,7955.04638671875,539579
2025-07-14,7977.727023763524,8007.310683925812,7923.983374468702,7975.26171875,248351
2025-07-15,8015.199825532427,8210.451986636686,7977.727188552822,8195.66015625,366546
2025-07-16,8195.659868956545,8229.188016657727,8070.9154370683245,8187.27783203125,275493
2025-07-17,8163.611199987808,8239.049535048394,8147.833247556835,8214.396484375,249880
2025-07-18,8189.74313569276,8248.910455155923,8189.74313569276,8231.6533203125,268313
2025-07-21,8190.729457990164,8332.731028174438,8190.729457990164,8321.390625,253964
2025-07-22,8352.453681269779,8352.453681269779,8162.132127493502,8179.88232421875,302466
2025-07-23,8198.125606266562,8288.35577322072,8175.44479927262,8280.466796875,194644
2025-07-24,8292.792929544936,8317.93904045562,8161.145643012533,8173.47216796875,298692
2025-07-25,8160.1595619442105,8165.090171951428,7932.858440611504,7963.42822265625,554118
2025-07-28,7963.428178774617,8044.783243445399,7962.935117776612,7977.23388671875,232171
2025-07-29,7977.233907025002,8032.949799941364,7944.198820074593,8014.70654296875,209998
2025-07-30,7978.22029406387,8019.637419377594,7913.629301015086,7931.87255859375,222804
2025-07-31,7879.115037794237,7981.671729149756,7820.440776874492,7896.865234375,297025
2025-08-01,7896.86494557617,7978.713071260838,7841.149052790824,7932.8583984375,329818
2025-08-04,7932.858574844942,8091.131158754771,7932.858574844942,8073.8740234375,221221
2025-08-05,8062.533693275013,8122.194075912384,8017.172080030071,8116.27734375,194083
2025-08-06,8154.243067164479,8154.243067164479,8007.310884674757,8064.9990234375,515934
2025-08-07,7958.004455232638,8134.52029135242,7749.439654454236,8114.7978515625,456168
2025-08-08,8114.79779741458,8162.13165259454,8071.4084301662815,8109.8671875,282679
2025-08-11,8120.714787398509,8184.812718325151,8019.637280937264,8160.15966796875,180274
2025-08-12,8160.65266192363,8206.014274206693,8066.478010335967,8082.7490234375,184529
2025-08-13,8100.499195639738,8194.180785947825,8075.353084557041,8134.02734375,367519
2025-08-14,8135.5066372007595,8165.090297699671,8084.228292335979,8099.51318359375,364270
2025-08-18,8283.424601210922,8509.73959477972,8283.424601210922,8469.30859375,995976
2025-08-19,8489.524760419923,8733.09690768717,8466.843953184512,8673.4365234375,1052384
2025-08-20,8672.45016063084,8749.367678685217,8641.88037781436,8704.9921875,490202
2025-08-21,8712.38792442714,8745.916072636594,8510.232913164258,8563.9765625,510564
2025-08-22,8563.976508437176,8594.0532294352,8461.912881443883,8559.0458984375,369875
2025-08-25,8628.567485875807,8642.373193853207,8513.68427306386,8629.060546875,360880
2025-08-26,8608.84558211507,8702.527177796734,8526.011329091281,8570.8798828125,778390
2025-08-28,8675.90146490556,8675.90146490556,8540.802749209714,8568.9072265625,394657
2025-08-29,8593.066977830113,8608.844929591105,8452.544594958781,8511.7119140625,344340
2025-09-01,8544.746830500899,8912.077262625722,8544.746830500899,8842.5556640625,658701
2025-09-02,8845.514423126835,8983.07844341961,8802.125054719078,8905.1748046875,548186
2025-09-03,8926.376472342585,9002.80092844141,8867.209151491883,8989.48828125,322758
2025-09-04,9220.240331697512,9223.691758559644,8920.95231665257,8945.1123046875,652617
2025-09-05,8990.474747939485,9044.711460798613,8927.362936612499,8958.42578125,231190
2025-09-08,8975.682583180951,9358.297925113957,8947.085044737505,9302.58203125,713087
2025-09-09,9260.179118506376,9297.651756438672,9108.316322675484,9252.783203125,505482
2025-09-10,9294.199998922442,9308.991829159455,9052.60010505125,9115.7119140625,454231
2025-09-11,9115.219305923218,9115.219305923218,8949.057738005431,8987.0234375,472941
2025-09-12,8988.502566548836,9077.25355184663,8854.883027572712,8874.60546875,481492
2025-09-15,8901.230159550294,8965.328089021381,8839.597535058863,8899.7509765625,325549
2025-09-16,8906.653856089832,8972.72402973443,8894.820392153486,8946.591796875,219134
2025-09-17,8950.53670188269,9009.210963300859,8944.126908618518,8957.9326171875,172732
2025-09-18,8973.217607448778,8988.50249924673,8899.751514613465,8949.0576171875,183574
2025-09-19,8924.403737921823,8937.716384381705,8826.284602902682,8846.9931640625,467648
2025-09-22,8846.993669519472,9067.391940169598,8835.160205323493,8928.841796875,525239
2025-09-23,8953.002009428565,9096.975827401531,8825.79226615108,8859.8134765625,451186
2025-09-24,8865.236447668005,8874.111545335305,8681.81776254384,8716.33203125,240914
2025-09-25,8698.582555727842,8786.347417700383,8636.45686691582,8719.7841796875,441002
2025-09-26,8707.457010825457,8756.763109414502,8547.705251396948,8581.2333984375,335841
2025-09-29,8623.636909749606,8706.47115793931,8555.101430592647,8596.5185546875,394174
2025-09-30,8599.969754300319,8647.303609157148,8520.093874229418,8558.0595703125,285609
2025-10-01,8598.983655016518,8723.728085332985,8467.336370848549,8506.78125,551282
2025-10-03,8506.781432440936,8577.782216436268,8373.654962449684,8559.0458984375,915075
2025-10-06,8577.288909662193,8681.324777674306,8530.941176993289,8669.984375,300715
2025-10-07,8677.873971670037,8791.278006527087,8663.575202057626,8780.4306640625,490577
2025-10-08,8779.443913856347,8779.443913856347,8629.06031317533,8669.984375,408647
2025-10-09,8653.22107945073,8695.131267015022,8580.741108016015,8687.7353515625,217161
2025-10-10,8693.651894246354,8830.722857642479,8659.630683907028,8822.3408203125,228686
2025-10-13,8822.834091768867,8957.932814309646,8793.250429898624,8940.1826171875,374531
2025-10-14,8973.710476174128,8993.432916781105,8907.147239125585,8976.17578125,297332
2025-10-15,8980.120216222094,9052.600185023755,8831.215790520722,8873.1259765625,300055
2025-10-16,8904.681299044214,9049.64122716819,8896.792323363998,9024.4951171875,334619
2025-10-17,9023.016704602891,9066.899135570631,8964.342442971867,9023.509765625,466036
2025-10-20,9066.89865663658,9108.315780306028,8974.203189376387,8997.8701171875,303686
2025-10-21,9032.385002964602,9037.808674291236,8954.974421302642,8991.4609375,27642
2025-10-23,9009.211152522936,9029.919715811353,8891.862627221904,8921.4462890625,249420
2025-10-24,8944.126339955861,8972.72387731625,8886.931265235085,8950.5361328125,332130
2025-10-27,8973.216948853915,8988.501839530021,8929.334520783801,8969.2724609375,310061
2025-10-28,8973.709988700663,9003.293648004072,8893.834108581459,8931.7998046875,459991
2025-10-29,8963.848807499793,8963.848807499793,8835.652949966792,8908.6259765625,226605
2025-10-30,8908.62653899158,8939.19632233326,8780.92373438682,8799.1669921875,250532
2025-10-31,8815.437577531979,8925.39018001476,8679.845803169806,8769.08984375,261013
2025-11-03,8776.486082411038,8833.188099235605,8732.110590983119,8798.673828125,206987
2025-11-04,8796.208330655068,8796.208330655068,8592.0810745513,8629.5537109375,517334
2025-11-06,8633.497770160828,8698.088758618342,8581.726367198698,8599.4765625,326774
2025-11-07,8598.983707647767,8628.074306200017,8485.579679393239,8600.462890625,290120
2025-11-10,8672.94350265315,8715.346751159585,8564.963137270488,8650.2626953125,992874
2025-11-11,8696.61038801205,8820.86176672727,8604.901037055579,8771.5556640625,380748
2025-11-12,8810.99985992473,8810.99985992473,8677.873393098782,8744.9296875,439922
2025-11-13,8764.652023717226,8772.047938453712,8719.29041333345,8744.4365234375,276001
2025-11-14,8744.437334129043,8744.437334129043,8659.630837288321,8720.27734375,550371
2025-11-17,8727.179839680215,8899.751192442254,8727.179839680215,8821.3544921875,457995
2025-11-18,8850.937984778278,8874.111851709624,8776.485773998851,8797.1943359375,276172
2025-11-19,8825.792164813018,8850.445215552718,8740.492609253652,8761.201171875,326292
2025-11-20,8800.153039562338,8880.028924390279,8766.6248903753,8854.8828125,189991
2025-11-21,8825.791754746191,8833.187669624469,8739.013020174385,8768.5966796875,320271
2025-11-24,8781.41663305752,8923.418204664515,8734.575836867714,8882.494140625,466198
2025-11-25,8899.750835172483,9018.08547231605,8876.083907743769,8922.431640625,482151
2025-11-26,8928.3488425326,9052.600218074804,8902.709669801668,9036.822265625,354143
2025-11-27,9066.406063184053,9126.066446784514,8871.153898673454,8897.2861328125,602295
2025-11-28,8905.667939259933,8979.627090565935,8798.180639361879,8947.578125,432445
2025-12-01,9002.307650684366,9061.968031105705,8929.827684387368,8969.765625,449503
2025-12-02,8973.709901336608,9015.12702395816,8863.264241012464,8959.4111328125,319833
2025-12-03,8959.411188039467,8978.640566518006,8825.79166066295,8875.5908203125,412081
2025-12-04,8880.029180246458,8968.780165945756,8863.265105169923,8958.9189453125,275604
2025-12-05,8928.348252972679,9003.293522160433,8919.966216287206,8982.5849609375,279893
2025-12-08,8988.502163995852,8997.870323135508,8832.20182466581,8900.7373046875,299426
2025-12-09,8865.237187752831,8909.119618771185,8756.763762763641,8836.6396484375,373015
2025-12-10,8836.638997069987,8876.576936963005,8780.430044627961,8866.22265625,307300
2025-12-11,8866.222844152124,8957.932189553763,8836.639184345142,8927.85546875,136142
2025-12-12,8939.195747430498,8963.355735937066,8835.652939545202,8889.8896484375,356060
2025-12-15,8914.542863884228,8917.00816887977,8760.707832162332,8815.9306640625,507849
2025-12-16,8815.931006206289,8902.709745417269,8767.611026418357,8882.9873046875,278902
2025-12-17,8882.98745608488,8883.973578138175,8736.055270143866,8771.5556640625,256364
2025-12-18,8767.61067922128,8767.61067922128,8613.77564762095,8708.443359375,338487
2025-12-19,8707.950388194984,8885.945410568485,8704.498961168352,8877.0703125,215196
2025-12-22,8884.95947329564,9057.530828215367,8872.63294794423,9036.822265625,377385
2025-12-23,9056.54498433894,9056.54498433894,8953.988290265414,8972.724609375,215559
2025-12-24,8973.710713859733,9066.899248195969,8944.12705216569,9042.7392578125,167717
2025-12-26,9055.06552433256,9058.023890417287,8926.376599646974,8938.703125,105815
2025-12-29,8943.633489978816,9000.33550504842,8929.827781961869,8960.890625,263943
2025-12-30,8960.89077681854,9169.948644617101,8900.244272716598,9153.1845703125,464922
2025-12-31,9190.657084515145,9267.574600887696,9167.483217402902,9213.337890625,319864
2026-01-01,9235.032937783631,9451.97978736317,9189.178262758864,9425.3544921875,306936
2026-01-02,9417.464817030057,9499.312940570739,9181.288605126529,9370.6240234375,733651
2026-01-05,9387.88110357989,9549.605105784416,9333.644395523494,9365.693359375,304245
2026-01-06,9442.118311239294,9647.724751750353,9410.562406700426,9526.9248046875,503002
2026-01-07,9533.827775055544,9670.898737067617,9474.660453323715,9653.6416015625,334802
2026-01-08,9663.502703969043,9750.77450245889,9590.036613714878,9625.0439453125,534086
2026-01-09,9625.044155790441,9693.57963745915,9405.632002246732,9429.7919921875,250994
2026-01-12,9429.791904779446,9455.431077540154,9230.102193854704,9359.2841796875,332453
2026-01-13,9374.07629739507,9443.597902588248,9327.235499569879,9421.41015625,229215
2026-01-14,9443.104237075266,9476.632384951263,9362.242233374329,9446.5556640625,335206
2026-01-15,9446.5556640625,9446.5556640625,9446.5556640625,9446.5556640625,0
2026-01-16,9407.603744714275,9483.042076629436,9259.192385848499,9357.3115234375,528450
2026-01-19,9357.311956182228,9357.311956182228,9263.137302181236,9298.6376953125,403445
2026-01-20,9336.602734375,9336.602734375,9027.946560329861,9052.599609375,385253
2026-01-21,9023.016718486151,9126.559533288451,8946.099198918728,9051.6142578125,323092
2026-01-22,9096.975204484059,9261.164513052794,9058.023386535318,9239.962890625,193757
2026-01-23,9259.685508179742,9415.492782971265,9205.448798600413,9282.859375,204212
2026-01-27,9291.241964244562,9374.076216526088,9200.51873555527,9360.2705078125,302065
2026-01-28,9368.159145266869,9401.194232779126,9121.628641444056,9302.58203125,342407
2026-01-29,9343.505674575537,9400.700748889562,9251.303270293445,9379.9921875,390096
2026-01-30,9365.200405480757,9492.410140376725,9252.289439235885,9464.3056640625,283660
2026-02-02,9323.290881889463,9390.840242025844,9122.121984548994,9364.7080078125,327240
2026-02-03,9795.150171100711,9803.039147378655,9382.9511605782,9462.333984375,573385
2026-02-04,9460.854976365546,9590.036965306956,9397.250103947828,9505.23046875,201083
2026-02-05,9506.21628647507,9544.675045310394,9466.771405618327,9513.119140625,155663
2026-02-06,9486.493727675053,9533.827584112518,9340.05460932165,9386.40234375,198790
2026-02-09,9464.79913239703,9492.903609920817,9373.089784687827,9456.91015625,171033
2026-02-10,9471.701827013154,9697.030704417892,9449.5140819733,9638.3564453125,347018
2026-02-11,9681.745966107706,9768.03164262374,9660.051281726532,9732.53125,324008
2026-02-12,9739.433882500874,9792.191409227325,9673.363708843448,9703.4404296875,372062
2026-02-13,9664.488722504162,9763.100923131724,9585.105900998975,9624.55078125,120688
2026-02-16,9575.244493587265,9638.84936174755,9509.174320459526,9562.91796875,88321
2026-02-17,9517.063516960674,9732.038115105677,9498.820259778644,9690.1279296875,159113
2026-02-18,9690.128312386492,9870.095586289766,9668.43362731322,9841.498046875,334455
2026-02-19,9852.345422974322,9919.894783546211,9566.370027852457,9593.9814453125,310761
2026-02-20,9590.036433637963,9686.676389473081,9536.292784729658,9670.8984375,291070
2026-02-23,9714.28760221594,9792.191238453384,9677.80108904144,9768.03125,145464
2026-02-24,9737.954383731338,9737.954383731338,9525.938161705793,9692.5927734375,259761
2026-02-25,9722.670043981581,10018.99971061949,9702.947603606346,9956.8740234375,334366
2026-02-26,10005.686812156126,10045.624752913267,9890.31053885772,9969.693359375,177814
2026-02-27,9932.713761672725,9951.450079515542,9802.052597768865,9834.1015625,231926
2026-03-02,9590.529938343505,9803.532299834656,9432.25735029105,9640.3291015625,330330
2026-03-04,9384.430371624903,9569.821314709596,9384.430371624903,9518.54296875,319652
2026-03-05,9540.237727852964,9716.260512950048,9507.202639333342,9668.43359375,300749
2026-03-06,9644.273045919927,9747.322793700972,9555.522066969743,9679.7734375,386552
2026-03-09,9466.771688159437,9511.64024147311,9221.227297497802,9252.783203125,334501
2026-03-10,9318.36022494472,9503.75116862318,9219.254959840011,9476.6328125,463535
2026-03-11,9442.117923520838,9531.8550233684,9141.350720735058,9198.052734375,489382
2026-03-12,9151.212003383542,9151.212003383542,8953.987606758896,9034.849609375,390062
2026-03-13,8949.057413622359,8992.939843915054,8709.922821577906,8751.8330078125,435631
2026-03-16,8742.957705684103,8977.161682122178,8621.171637936304,8947.0849609375,580318
2026-03-17,8973.71006920623,9121.628367050289,8881.5076635501,8983.5712890625,245258
2026-03-18,9023.016153993298,9159.100987791231,9009.703507208718,9142.3369140625,247437
2026-03-19,8987.022738649697,9023.01619121575,8688.720837246117,8745.4228515625,288162
2026-03-20,8833.18821383687,8983.571825627003,8807.549040679207,8925.390625,356410
2026-03-23,8864.744086989731,8864.744086989731,8630.540102267549,8654.20703125,375189
2026-03-24,8776.485915901045,8897.285862496314,8669.984738494606,8774.513671875,438132
2026-03-25,8894.82032804125,9022.52312543386,8856.361570525329,8922.9248046875,438761
2026-03-27,8846.993278768274,8879.042242883525,8717.318239348107,8777.4716796875,326675
2026-03-30,8687.735338050874,8765.63898069628,8623.637404228706,8659.630859375,325094
2026-04-01,8868.688790483075,9042.739334934096,8746.902715470604,8772.048828125,416423
2026-04-02,8712.880609952119,8712.880609952119,8504.31581463721,8636.94921875,254975
2026-04-06,8656.672467216767,8859.8136107204,8633.49859890446,8818.396484375,313792
2026-04-07,8776.485892262694,8961.876830211613,8678.366752231219,8923.9111328125,376810
2026-04-08,9235.03243269789,9369.145023284853,9133.461867768057,9236.0185546875,474100
2026-04-09,9323.783289011604,9491.424025038254,9236.01843309177,9384.9228515625,539407
2026-04-10,9269.5471321394,9707.385315827687,9269.054071121733,9677.30859375,738971
2026-04-13,9566.8624698356,9714.287707091738,9565.383286853097,9679.7734375,363886
2026-04-15,9764.08720381399,9837.553294475418,9693.579479219463,9728.09375,551624
2026-04-16,9734.01004850509,9780.850842477736,9610.744801208652,9688.6484375,479220
2026-04-17,9673.856733929759,9693.579173754284,9587.077998701847,9637.86328125,264575
2026-04-20,9637.863502154554,9725.628361385307,9555.52231399986,9666.9541015625,349985
2026-04-21,9666.953993465517,9736.968655664441,9605.81442929181,9657.0927734375,291287
2026-04-22,9634.904716150038,9654.627155566955,9451.97909055812,9468.7431640625,301870
2026-04-23,9442.117996419527,9457.89594816289,9345.47804199142,9417.9580078125,444028
2026-04-24,9466.77142073935,9528.89710818795,9395.770635083803,9443.1044921875,190469
2026-04-27,9508.681753068156,9580.175600835586,9483.535641094784,9527.9111328125,147736
2026-04-28,9488.466115734098,9528.40405770949,9343.506178193782,9363.7216796875,256811
2026-04-29,9378.020575809125,9574.751922273259,9364.214867285325,9411.0556640625,261656
2026-04-30,9382.951251708057,9905.595935197838,9225.171724616801,9855.3037109375,1209264
2026-05-01,9855.3037109375,9855.3037109375,9855.3037109375,9855.3037109375,0
2026-05-04,10101.834342152339,10332.09384223947,9927.290738231903,9991.388671875,721598
2026-05-05,9990.402404797307,10033.79177463356,9876.99836999801,9906.58203125,233441
2026-05-06,10038.722010066382,10245.807631099186,10000.263251874576,10175.79296875,393486
2026-05-07,10435.143411863508,10590.950693953324,10181.216986938649,10457.82421875,1498254
2026-05-08,10477.546150931534,10635.32566943968,10393.725781724082,10562.845703125,375627
2026-05-11,10451.90748182085,10502.199705763946,10365.12874246806,10448.4560546875,256703
2026-05-12,10403.587610909397,10536.221026422887,10222.14115399875,10252.7109375,409439
2026-05-13,10226.578221590424,10309.905530758197,10078.166860291609,10119.583984375,367905
2026-05-14,10235.94627607406,10371.044988966367,10109.229600113027,10305.9609375,426187
2026-05-15,10354.281394919899,10394.21933744316,10153.112499247169,10233.4814453125,227162
2026-05-18,10181.710260795859,10182.696382855016,10003.715229118023,10056.9658203125,295753
2026-05-19,10056.96520700637,10142.264759921607,10002.235436060755,10063.375,151592
2026-05-20,10017.027599126344,10337.517259464606,9938.630897597446,10317.3017578125,379649
2026-05-21,10398.163916523727,10586.020166331473,10347.871692165749,10518.9638671875,522986
2026-05-22,10518.963081781127,10603.769571425186,10390.767225342433,10403.09375,207805
2026-05-25,10551.5057549328,10620.53429725479,10286.238928009723,10345.40625,564521
2026-05-26,10383.86454903887,10493.817150863926,10303.988667892418,10445.990234375,559535
2026-05-27,10477.546606837212,10683.64611185641,10433.171115325902,10658.5,317630
2026-05-28,10658.5,10658.5,10658.5,10658.5,0
2026-05-29,10650.0,10750.0,10388.5,10460.0,483158
2026-06-01,10500.0,10619.0,10340.0,10376.0,426434
2026-06-02,10305.0,10433.0,10260.0,10281.0,404046
2026-06-03,10281.0,10415.0,10202.0,10259.0,355015
2026-06-04,10240.0,10452.0,10178.0,10362.0,539031
2026-06-05,10394.0,10446.0,10317.0,10342.0,247150
2026-06-08,10251.0,10305.0,10171.0,10231.0,127982
2026-06-09,10280.0,10344.0,10150.0,10184.0,313286
2026-06-10,10229.0,10293.0,10124.0,10144.0,293698
2026-06-11,10127.0,10255.0,10081.0,10114.0,191419
2026-06-12,10226.0,10250.0,9922.0,10063.0,386190
2026-06-15,10164.0,10178.0,9930.0,9943.0,400018
2026-06-16,9992.0,9993.0,9902.0,9939.0,203949
2026-06-17,9980.0,10074.0,9932.0,10042.0,302387
2026-06-18,10049.0,10100.0,10001.0,10077.0,219879
2026-06-19,10134.0,10134.0,9936.0,10066.0,739358
